ACCELEROMETER X (m/s^2),ACCELEROMETER Y (m/s^2),ACCELEROMETER Z (m/s^2),LOCATION Speed (Kmh),Time in ms
-1.6927,-1.7142,9.7911,68.47,491375
-2.3164,-1.8375,8.6706,68.47,491875
-2.2063,-1.9908,9.6977,68.47,492374
-2.0147,-2.144,8.2552,68.47,492875
-2.132,-1.883,9.5624,58,493375
-2.5055,-2.3978,8.9591,58,493875
-2.4337,-1.8699,7.7859,58,494375
-2.0662,-2.4588,7.6303,58,494875
-2.2063,-2.879,8.1032,58,495375
-2.2589,-3.2358,8.8035,58,495875
-2.0913,-3.2513,9.1949,58,496375
-2.0746,-2.2003,8.9639,58,496875
-1.834,-2.8323,9.6714,58,497376
-2.988,-2.9784,7.4567,58,497875
-1.6137,-2.6432,9.4224,58,498375
-2.0339,-3.3435,9.2153,58,498875
-2.0506,-2.6228,10.1526,58,499375
